displacement_tonnes,engine_power_kw,hull_coefficient,speed_knots,wave_height_m,wind_speed_kn,current_speed_kn,ship_type,fuel_type,load_condition,fuel_rate_tpd
588.0,5496.0,0.546,18.8,0.47,15.4,0.2,Fast_Patrol,MGO,Laden,16.028
2852.0,9737.0,0.576,19.04,0.96,14.0,-1.01,Offshore_Patrol,MGO,Ballast,60.413
474.0,6070.0,0.503,16.93,1.41,8.1,1.71,Fast_Patrol,MGO,Laden,8.08
613.0,4825.0,0.516,12.0,1.05,6.5,-1.65,Fast_Patrol,MGO,Laden,7.056
2558.0,8504.0,0.68,7.61,0.57,6.0,-1.18,Offshore_Patrol,MGO,Laden,8.619
458.0,4963.0,0.515,26.72,0.69,21.3,-0.79,Fast_Patrol,VLSFO,Ballast,32.768
2334.0,11994.0,0.581,7.88,1.33,15.4,-1.63,Offshore_Patrol,MGO,Ballast,8.074
2110.0,7579.0,0.616,12.88,1.42,13.2,0.63,Offshore_Patrol,MGO,Laden,13.977
612.0,2965.0,0.453,8.22,2.4,20.3,0.82,Fast_Patrol,MGO,Ballast,2.174
1605.0,8388.0,0.62,12.5,1.44,20.4,0.77,Offshore_Patrol,MGO,Laden,10.976
709.0,6548.0,0.546,27.42,0.56,5.3,0.83,Fast_Patrol,MGO,Ballast,39.857
61.0,2286.0,0.426,5.69,2.81,22.2,-1.79,Interceptor,MGO,Ballast,0.5
66.0,2780.0,0.403,9.03,1.36,12.0,0.31,Interceptor,MGO,Laden,0.528
595.0,6878.0,0.528,22.99,1.99,13.3,1.65,Fast_Patrol,MGO,Laden,28.534
66.0,3203.0,0.533,13.81,1.37,11.9,-0.41,Interceptor,MGO,Ballast,1.597
589.0,7303.0,0.529,18.71,0.95,12.4,1.29,Fast_Patrol,VLSFO,Laden,13.55
660.0,4677.0,0.409,7.93,1.32,14.4,-0.19,Fast_Patrol,MGO,Ballast,2.2
762.0,6528.0,0.518,17.97,2.6,27.6,-0.15,Fast_Patrol,MGO,Ballast,16.974
64.0,4269.0,0.38,31.87,3.41,22.3,-1.45,Interceptor,MGO,Laden,17.485
1935.0,6761.0,0.632,14.36,1.31,14.0,-0.57,Offshore_Patrol,HFO,Laden,23.113
537.0,5999.0,0.54,7.02,2.01,11.1,1.54,Fast_Patrol,MGO,Laden,1.593
50.0,3131.0,0.455,27.41,0.4,7.0,-0.76,Interceptor,MGO,Ballast,7.795
613.0,6885.0,0.499,26.43,0.36,0.0,2.27,Fast_Patrol,MGO,Ballast,29.637
731.0,5218.0,0.48,11.57,2.29,21.1,-0.2,Fast_Patrol,MGO,Ballast,5.316
630.0,5596.0,0.446,14.19,2.53,29.2,1.62,Fast_Patrol,MGO,Laden,5.391
310.0,4136.0,0.443,19.65,0.83,15.1,0.01,Fast_Patrol,MGO,Laden,10.104
52.0,2968.0,0.433,23.52,0.95,8.7,-2.78,Interceptor,MGO,Laden,6.74
1831.0,9609.0,0.638,11.05,3.8,32.6,-0.87,Offshore_Patrol,MGO,Laden,15.424
464.0,5140.0,0.506,5.43,1.91,9.0,-0.87,Fast_Patrol,MGO,Laden,1.704
43.0,3518.0,0.417,9.58,1.18,14.3,-0.83,Interceptor,MGO,Laden,0.628
1966.0,6610.0,0.71,17.36,3.14,36.5,-1.51,Offshore_Patrol,VLSFO,Laden,58.399
640.0,6004.0,0.491,17.46,0.7,11.3,-1.18,Fast_Patrol,MGO,Ballast,14.146
502.0,6209.0,0.49,21.44,4.1,28.2,0.73,Fast_Patrol,MGO,Ballast,20.384
723.0,3977.0,0.561,9.77,1.62,13.0,3.0,Fast_Patrol,MGO,Laden,2.715
773.0,5386.0,0.45,8.54,0.87,11.5,0.25,Fast_Patrol,MGO,Laden,3.099
479.0,6192.0,0.486,16.22,4.32,30.6,-0.42,Fast_Patrol,MGO,Ballast,10.425
37.0,3418.0,0.427,32.87,0.47,5.3,-2.97,Interceptor,MGO,Ballast,10.547
58.0,2653.0,0.4,29.24,1.08,10.7,2.38,Interceptor,MGO,Laden,7.164
1421.0,8985.0,0.596,20.1,3.5,17.6,1.28,Offshore_Patrol,VLSFO,Laden,39.277
426.0,7690.0,0.568,17.34,1.2,15.8,-0.55,Fast_Patrol,MGO,Laden,12.471
507.0,4986.0,0.488,15.1,0.81,15.2,0.37,Fast_Patrol,MGO,Laden,6.916
72.0,4381.0,0.437,12.18,2.65,24.3,-0.57,Interceptor,MGO,Laden,1.368
500.0,6588.0,0.503,11.8,2.2,16.4,-1.41,Fast_Patrol,MGO,Ballast,5.872
39.0,2985.0,0.433,17.13,2.73,23.1,-0.48,Interceptor,MGO,Ballast,1.717
64.0,3142.0,0.527,17.85,2.4,21.4,1.03,Interceptor,MGO,Ballast,2.983
72.0,3331.0,0.463,22.63,3.08,21.9,0.44,Interceptor,MGO,Laden,6.605
734.0,5326.0,0.493,14.43,2.09,23.2,-0.26,Fast_Patrol,MGO,Laden,9.751
426.0,5465.0,0.528,12.18,1.81,19.9,0.78,Fast_Patrol,VLSFO,Ballast,3.799
32.0,3208.0,0.441,16.24,3.56,31.3,-0.39,Interceptor,MGO,Laden,1.856
56.0,3915.0,0.443,11.3,5.61,40.2,1.49,Interceptor,MGO,Ballast,0.773
639.0,4947.0,0.418,10.74,1.98,9.3,-1.26,Fast_Patrol,MGO,Laden,4.68
717.0,4747.0,0.492,15.86,0.84,0.0,-0.43,Fast_Patrol,MGO,Laden,10.971
648.0,5430.0,0.502,14.1,1.35,10.6,0.95,Fast_Patrol,MGO,Laden,6.649
85.0,2646.0,0.494,25.01,0.58,4.2,0.86,Interceptor,MGO,Laden,8.322
602.0,7258.0,0.46,15.01,3.95,28.3,-0.81,Fast_Patrol,MGO,Ballast,9.292
2382.0,6896.0,0.633,22.43,1.18,6.2,-1.05,Offshore_Patrol,MGO,Ballast,79.129
531.0,5094.0,0.514,5.01,1.15,6.1,0.62,Fast_Patrol,MGO,Ballast,1.419
68.0,3470.0,0.381,25.33,1.87,5.9,1.72,Interceptor,MGO,Laden,5.514
772.0,4907.0,0.531,20.93,0.85,3.1,1.08,Fast_Patrol,MGO,Ballast,19.267
32.0,3099.0,0.413,18.27,0.89,8.0,-1.42,Interceptor,MGO,Laden,2.101
70.0,3590.0,0.38,19.6,0.57,5.3,-0.81,Interceptor,MGO,Laden,3.075
49.0,2871.0,0.442,6.52,0.65,14.0,-1.3,Interceptor,MGO,Ballast,0.368
925.0,7229.0,0.617,13.19,2.23,16.7,1.7,Offshore_Patrol,MGO,Ballast,7.75
521.0,6251.0,0.518,6.08,2.01,8.9,-0.07,Fast_Patrol,MGO,Laden,1.748
2343.0,7623.0,0.659,10.84,1.13,10.2,-0.37,Offshore_Patrol,VLSFO,Ballast,12.457
664.0,6006.0,0.571,9.75,6.22,44.6,0.33,Fast_Patrol,MGO,Ballast,3.965
531.0,5918.0,0.483,23.48,1.74,3.5,0.57,Fast_Patrol,VLSFO,Laden,21.895
70.0,2790.0,0.454,18.68,3.86,34.1,-0.47,Interceptor,MGO,Ballast,4.211
329.0,6305.0,0.52,27.64,1.37,15.2,0.34,Fast_Patrol,MGO,Ballast,31.71
50.0,3439.0,0.38,29.01,0.4,14.3,0.12,Interceptor,MGO,Laden,7.241
518.0,4789.0,0.519,27.8,4.75,35.8,1.97,Fast_Patrol,MGO,Laden,49.561
59.0,3215.0,0.477,22.74,5.72,37.1,0.04,Interceptor,MGO,Laden,8.109
531.0,4921.0,0.491,18.62,4.31,30.5,0.48,Fast_Patrol,MGO,Laden,16.105
533.0,7184.0,0.545,10.97,1.95,14.2,-0.76,Fast_Patrol,MGO,Ballast,4.978
52.0,2508.0,0.391,32.62,2.21,22.3,-0.74,Interceptor,MGO,Ballast,12.344
60.0,3807.0,0.406,26.5,1.42,9.6,0.55,Interceptor,MGO,Laden,7.126
2350.0,10313.0,0.638,8.0,3.42,27.1,-1.09,Offshore_Patrol,MGO,Laden,10.757
51.0,3440.0,0.425,28.33,1.92,22.2,0.4,Interceptor,MGO,Ballast,8.266
57.0,2955.0,0.484,18.75,2.78,22.7,-0.29,Interceptor,MGO,Laden,3.75
42.0,2719.0,0.386,10.2,0.61,9.0,0.74,Interceptor,MGO,Ballast,0.426
471.0,5825.0,0.512,24.2,1.16,14.0,-2.35,Fast_Patrol,MGO,Ballast,35.569
625.0,6716.0,0.452,19.96,2.86,18.7,1.73,Fast_Patrol,MGO,Ballast,14.36
67.0,3218.0,0.432,32.37,0.82,0.0,-1.98,Interceptor,MGO,Ballast,15.631
638.0,7469.0,0.53,27.68,1.26,7.5,2.15,Fast_Patrol,VLSFO,Ballast,37.897
513.0,7015.0,0.48,17.63,1.63,10.8,0.09,Fast_Patrol,MGO,Laden,12.279
63.0,3396.0,0.451,24.78,2.12,19.4,0.62,Interceptor,MGO,Laden,6.686
2931.0,8830.0,0.629,16.2,0.93,6.0,-0.05,Offshore_Patrol,MGO,Laden,35.055
1900.0,8779.0,0.56,5.76,2.89,18.4,0.1,Offshore_Patrol,VLSFO,Ballast,3.805
36.0,2044.0,0.443,32.28,1.85,19.8,-1.14,Interceptor,MGO,Laden,12.625
75.0,3225.0,0.444,23.53,0.07,7.3,0.75,Interceptor,MGO,Laden,5.4
57.0,3392.0,0.45,18.63,0.52,14.1,0.53,Interceptor,MGO,Ballast,2.291
62.0,1589.0,0.398,9.04,0.51,7.5,0.51,Interceptor,MGO,Laden,0.533
512.0,4356.0,0.487,17.1,0.68,1.4,1.8,Fast_Patrol,MGO,Ballast,6.501
424.0,5860.0,0.49,6.01,2.73,32.0,-1.68,Fast_Patrol,MGO,Laden,2.078
581.0,7249.0,0.529,9.47,0.4,10.4,0.1,Fast_Patrol,MGO,Laden,3.02
71.0,3118.0,0.488,16.93,0.5,5.0,-1.79,Interceptor,MGO,Laden,3.775
65.0,3417.0,0.416,22.93,6.39,47.6,1.4,Interceptor,MGO,Laden,7.097
1792.0,10012.0,0.602,22.15,0.66,9.9,0.88,Offshore_Patrol,MGO,Laden,58.915
2048.0,7812.0,0.581,14.54,1.18,18.2,-0.28,Offshore_Patrol,MGO,Ballast,19.065
77.0,3349.0,0.41,32.92,1.89,17.5,1.07,Interceptor,MGO,Laden,15.872
715.0,6627.0,0.543,20.34,0.85,8.0,0.6,Fast_Patrol,MGO,Ballast,20.493
715.0,6221.0,0.494,27.86,1.19,13.5,-1.78,Fast_Patrol,MGO,Ballast,64.626
478.0,4033.0,0.491,15.94,0.75,14.4,0.79,Fast_Patrol,MGO,Ballast,6.229
789.0,5260.0,0.418,5.67,1.05,7.3,-1.03,Fast_Patrol,MGO,Laden,2.393
2224.0,5462.0,0.602,17.18,0.85,10.4,0.19,Offshore_Patrol,VLSFO,Laden,34.611
56.0,3481.0,0.474,29.88,1.74,9.4,1.13,Interceptor,MGO,Laden,10.847
76.0,2803.0,0.395,20.39,1.09,13.9,0.06,Interceptor,MGO,Ballast,3.414
1964.0,7022.0,0.587,13.0,0.22,6.6,-0.08,Offshore_Patrol,MGO,Laden,14.411
62.0,2376.0,0.433,18.44,5.72,42.5,1.71,Interceptor,MGO,Ballast,2.983
68.0,1920.0,0.391,6.0,0.32,12.0,0.21,Interceptor,MGO,Laden,0.421
507.0,6083.0,0.472,14.19,2.31,15.5,-0.31,Fast_Patrol,MGO,Laden,7.446
1527.0,8485.0,0.599,5.07,0.84,11.0,-1.9,Offshore_Patrol,MGO,Laden,4.512
428.0,4289.0,0.462,7.91,1.82,17.0,0.03,Fast_Patrol,MGO,Ballast,1.955
2223.0,8912.0,0.604,20.78,0.32,3.7,0.84,Offshore_Patrol,MGO,Ballast,48.769
387.0,6952.0,0.512,27.07,1.95,11.7,1.79,Fast_Patrol,MGO,Ballast,27.203
66.0,3655.0,0.521,15.54,2.61,28.3,-1.88,Interceptor,MGO,Ballast,3.751
421.0,5859.0,0.496,8.25,1.68,13.0,0.54,Fast_Patrol,MGO,Ballast,1.785
2000.0,10006.0,0.604,14.48,1.69,13.0,0.83,Offshore_Patrol,VLSFO,Laden,21.337
1597.0,8739.0,0.608,13.13,0.74,8.1,-0.51,Offshore_Patrol,MGO,Ballast,12.959
79.0,3422.0,0.512,34.44,1.23,14.9,1.99,Interceptor,MGO,Laden,20.445
71.0,3701.0,0.416,27.23,0.24,4.0,-1.01,Interceptor,MGO,Laden,9.776
1350.0,10830.0,0.583,20.18,0.48,4.0,2.2,Offshore_Patrol,HFO,Laden,22.511
53.0,2565.0,0.441,20.74,2.97,23.6,0.17,Interceptor,MGO,Ballast,3.615
50.0,3482.0,0.42,30.87,7.73,50.0,0.92,Interceptor,MGO,Laden,17.58
2988.0,9651.0,0.621,11.95,2.23,20.6,-0.49,Offshore_Patrol,VLSFO,Laden,23.218
590.0,3624.0,0.464,7.71,1.76,12.4,-1.84,Fast_Patrol,MGO,Ballast,2.72
59.0,2098.0,0.406,5.69,0.15,0.4,-0.12,Interceptor,MGO,Laden,0.326
49.0,2478.0,0.425,33.73,1.66,10.2,0.78,Interceptor,MGO,Laden,11.872
44.0,3076.0,0.418,25.99,0.51,9.7,-0.65,Interceptor,MGO,Laden,5.723
2333.0,6465.0,0.584,17.95,2.03,19.8,-0.34,Offshore_Patrol,MGO,Laden,45.505
519.0,5320.0,0.506,15.53,4.16,27.5,0.1,Fast_Patrol,MGO,Ballast,10.035
30.0,3398.0,0.38,5.4,0.76,6.8,-1.82,Interceptor,MGO,Laden,0.286
474.0,5656.0,0.497,17.46,1.48,7.8,-0.34,Fast_Patrol,VLSFO,Laden,13.214
37.0,4007.0,0.431,26.17,1.52,13.8,0.25,Interceptor,MGO,Ballast,5.346
90.0,2856.0,0.418,7.49,1.6,18.0,-0.64,Interceptor,MGO,Laden,0.587
50.0,2481.0,0.432,24.19,2.12,14.4,1.49,Interceptor,MGO,Laden,4.635
448.0,5844.0,0.398,21.5,0.77,14.8,0.27,Fast_Patrol,MGO,Ballast,12.2
89.0,2450.0,0.417,14.03,0.49,2.7,-2.56,Interceptor,MGO,Ballast,2.64
66.0,2587.0,0.406,11.36,4.67,29.0,-0.61,Interceptor,MGO,Laden,1.197
420.0,7704.0,0.544,13.46,2.01,16.3,-0.83,Fast_Patrol,VLSFO,Ballast,6.172
443.0,6694.0,0.54,25.63,3.58,27.3,-1.03,Fast_Patrol,MGO,Laden,47.93
59.0,4333.0,0.455,23.84,3.27,23.4,1.84,Interceptor,MGO,Laden,5.549
37.0,3454.0,0.441,18.02,0.78,11.0,0.75,Interceptor,MGO,Ballast,1.674
60.0,3668.0,0.476,6.94,2.34,20.2,-0.46,Interceptor,MGO,Laden,0.482
672.0,4361.0,0.49,18.77,2.44,25.6,-0.56,Fast_Patrol,VLSFO,Ballast,20.016
766.0,4213.0,0.514,6.09,1.18,12.4,-0.38,Fast_Patrol,MGO,Laden,1.993
88.0,2857.0,0.44,29.67,0.81,8.2,-0.7,Interceptor,MGO,Ballast,15.356
2224.0,4415.0,0.596,19.51,1.19,14.1,-0.84,Offshore_Patrol,VLSFO,Ballast,54.348
774.0,5680.0,0.487,5.79,1.24,3.6,0.61,Fast_Patrol,MGO,Laden,2.02
83.0,2999.0,0.412,12.98,1.02,4.2,-2.48,Interceptor,MGO,Laden,2.017
64.0,3420.0,0.445,23.55,0.65,13.4,0.62,Interceptor,MGO,Ballast,4.926
43.0,2697.0,0.38,23.28,2.22,15.6,-1.83,Interceptor,MGO,Laden,5.132
46.0,2825.0,0.504,6.68,0.5,4.0,0.61,Interceptor,MGO,Laden,0.328
632.0,6151.0,0.436,15.78,2.7,23.4,1.28,Fast_Patrol,MGO,Laden,8.492
47.0,2595.0,0.431,34.92,6.01,40.4,-1.25,Interceptor,MGO,Ballast,21.198
1954.0,7187.0,0.618,24.65,1.7,19.9,-0.88,Offshore_Patrol,MGO,Laden,108.62
491.0,7191.0,0.587,15.11,1.59,12.5,1.17,Fast_Patrol,MGO,Laden,7.295
470.0,8076.0,0.53,15.4,1.05,17.6,-0.38,Fast_Patrol,VLSFO,Ballast,8.342
2276.0,9248.0,0.517,20.37,3.0,21.3,-0.94,Offshore_Patrol,MGO,Ballast,59.127
641.0,8141.0,0.538,6.32,1.34,17.7,-0.87,Fast_Patrol,MGO,Ballast,2.315
1579.0,9668.0,0.72,5.47,1.59,14.9,2.9,Offshore_Patrol,VLSFO,Laden,2.783
2080.0,8810.0,0.641,17.5,2.05,13.2,-0.6,Offshore_Patrol,MGO,Ballast,38.564
520.0,5469.0,0.489,6.23,0.7,8.8,0.61,Fast_Patrol,MGO,Laden,1.643
79.0,2732.0,0.507,18.43,0.69,9.7,0.78,Interceptor,MGO,Laden,3.276
599.0,7121.0,0.545,6.4,1.08,11.0,1.88,Fast_Patrol,MGO,Laden,1.433
84.0,3029.0,0.385,11.16,0.96,6.9,2.32,Interceptor,MGO,Ballast,0.64
782.0,6511.0,0.445,21.88,4.32,38.1,-2.26,Fast_Patrol,MGO,Laden,47.423
576.0,4691.0,0.49,18.83,1.63,16.0,1.74,Fast_Patrol,MGO,Ballast,11.434
823.0,3735.0,0.53,8.14,0.58,0.0,0.17,Fast_Patrol,MGO,Ballast,3.032
2097.0,9216.0,0.633,17.32,1.17,13.0,-1.23,Offshore_Patrol,HFO,Ballast,40.04
63.0,2507.0,0.38,18.1,2.42,22.1,1.17,Interceptor,MGO,Ballast,2.167
415.0,6173.0,0.475,14.91,3.85,18.1,-1.08,Fast_Patrol,MGO,Ballast,9.14
55.0,3172.0,0.435,23.09,8.0,49.4,1.55,Interceptor,MGO,Ballast,5.499
1589.0,11377.0,0.599,7.47,0.46,12.4,-0.46,Offshore_Patrol,MGO,Laden,5.211
604.0,4206.0,0.536,26.69,5.83,40.8,1.29,Fast_Patrol,MGO,Laden,55.645
83.0,3171.0,0.435,5.09,1.98,17.7,0.89,Interceptor,MGO,Laden,0.442
588.0,4978.0,0.512,6.59,3.81,21.9,-1.45,Fast_Patrol,MGO,Ballast,2.6
45.0,2892.0,0.434,14.0,1.0,6.7,-1.69,Interceptor,MGO,Ballast,1.351
432.0,5178.0,0.508,9.35,3.65,20.1,0.2,Fast_Patrol,MGO,Laden,2.504
646.0,6263.0,0.471,13.96,4.01,19.6,-0.58,Fast_Patrol,VLSFO,Ballast,8.288
734.0,7537.0,0.516,10.43,2.77,8.8,0.79,Fast_Patrol,MGO,Ballast,3.721
814.0,6015.0,0.577,8.65,5.17,46.4,-0.28,Fast_Patrol,MGO,Laden,5.11
1958.0,9025.0,0.624,20.0,0.7,5.6,-1.04,Offshore_Patrol,MGO,Laden,61.23
1835.0,9630.0,0.572,12.5,1.03,12.6,0.42,Offshore_Patrol,MGO,Laden,12.094
599.0,5353.0,0.507,27.39,1.29,18.4,-2.49,Fast_Patrol,MGO,Ballast,55.16
322.0,3518.0,0.522,22.63,0.6,9.3,-1.59,Fast_Patrol,MGO,Laden,21.923
607.0,6550.0,0.528,21.77,2.45,19.2,-1.24,Fast_Patrol,MGO,Laden,33.349
1694.0,11874.0,0.64,17.48,2.63,22.6,-2.88,Offshore_Patrol,MGO,Laden,55.987
1784.0,5740.0,0.553,10.37,0.35,17.3,0.44,Offshore_Patrol,HFO,Laden,7.879
61.0,2504.0,0.427,21.09,3.35,25.4,-1.03,Interceptor,MGO,Laden,5.671
67.0,3063.0,0.395,25.83,2.75,14.2,0.28,Interceptor,MGO,Laden,8.242
47.0,2697.0,0.38,14.4,2.42,14.0,0.9,Interceptor,MGO,Ballast,0.937
50.0,3028.0,0.431,17.12,0.07,0.7,1.52,Interceptor,MGO,Ballast,1.246
639.0,6034.0,0.454,26.44,1.93,15.6,0.96,Fast_Patrol,MGO,Ballast,34.367
49.0,3659.0,0.38,11.64,5.78,33.6,-1.92,Interceptor,MGO,Laden,1.272
522.0,5340.0,0.495,9.3,2.31,15.9,-1.08,Fast_Patrol,MGO,Laden,3.971
81.0,2248.0,0.38,13.79,1.13,10.9,-2.09,Interceptor,MGO,Laden,2.154
89.0,4304.0,0.405,25.62,0.94,15.6,-1.1,Interceptor,MGO,Ballast,8.836
576.0,7399.0,0.493,25.46,3.73,22.9,1.76,Fast_Patrol,MGO,Ballast,31.364
492.0,4571.0,0.415,27.6,1.04,14.1,0.36,Fast_Patrol,MGO,Laden,34.369
534.0,5178.0,0.532,18.49,2.3,20.0,1.19,Fast_Patrol,MGO,Laden,14.13
1317.0,12077.0,0.569,8.54,0.64,12.3,-1.6,Offshore_Patrol,MGO,Laden,7.594
2425.0,4394.0,0.592,12.92,5.14,23.8,-0.25,Offshore_Patrol,VLSFO,Ballast,19.927
672.0,5706.0,0.463,25.77,3.53,17.2,0.72,Fast_Patrol,MGO,Laden,43.884
62.0,2956.0,0.437,15.12,3.71,19.5,-1.21,Interceptor,MGO,Ballast,2.551
56.0,3247.0,0.5,13.39,3.1,30.3,-0.27,Interceptor,MGO,Ballast,1.557
2625.0,7513.0,0.68,9.13,1.71,11.3,1.13,Offshore_Patrol,MGO,Ballast,7.479
717.0,5325.0,0.527,23.77,0.57,2.5,1.2,Fast_Patrol,MGO,Laden,28.575
1629.0,7994.0,0.576,24.74,0.63,8.1,0.63,Offshore_Patrol,HFO,Laden,70.07
398.0,6661.0,0.47,12.31,2.9,32.7,-0.05,Fast_Patrol,MGO,Ballast,4.229
51.0,2548.0,0.459,13.96,1.47,10.4,0.13,Interceptor,MGO,Ballast,1.281
489.0,6557.0,0.582,12.64,1.76,12.2,-1.34,Fast_Patrol,VLSFO,Ballast,7.496
2444.0,6060.0,0.633,19.54,1.94,21.4,2.25,Offshore_Patrol,MGO,Ballast,37.976
1987.0,8703.0,0.537,5.75,0.27,7.8,-1.54,Offshore_Patrol,VLSFO,Ballast,5.231
60.0,3685.0,0.477,23.38,2.65,20.8,1.55,Interceptor,MGO,Laden,5.656
359.0,7261.0,0.489,20.54,1.5,11.6,-2.31,Fast_Patrol,MGO,Ballast,17.745
52.0,2925.0,0.446,21.82,4.57,33.8,-0.33,Interceptor,MGO,Ballast,5.45
1996.0,8908.0,0.621,12.69,1.51,0.5,0.45,Offshore_Patrol,VLSFO,Ballast,12.763
59.0,2764.0,0.435,17.21,3.44,26.9,-0.88,Interceptor,MGO,Laden,3.229
771.0,6603.0,0.577,17.7,3.25,18.2,-1.8,Fast_Patrol,MGO,Laden,27.735
66.0,2655.0,0.52,23.97,1.73,22.6,-0.99,Interceptor,MGO,Laden,9.956
654.0,5862.0,0.493,13.85,0.73,14.5,-0.3,Fast_Patrol,MGO,Laden,6.99
310.0,5592.0,0.498,6.08,2.39,23.1,0.2,Fast_Patrol,MGO,Ballast,1.191
54.0,2839.0,0.38,24.28,2.97,32.7,-0.15,Interceptor,MGO,Ballast,5.222
1482.0,10332.0,0.689,23.26,6.02,50.0,0.15,Offshore_Patrol,MGO,Laden,112.708
1777.0,10274.0,0.64,16.91,3.18,24.0,0.4,Offshore_Patrol,MGO,Laden,31.241
2213.0,9312.0,0.537,14.7,2.07,17.6,0.8,Offshore_Patrol,MGO,Laden,20.923
57.0,3251.0,0.403,5.39,2.23,21.9,-0.56,Interceptor,MGO,Laden,0.362
542.0,6546.0,0.563,5.53,2.27,21.6,0.41,Fast_Patrol,MGO,Ballast,1.794
516.0,5772.0,0.463,7.25,3.04,11.2,-1.41,Fast_Patrol,VLSFO,Laden,2.466
459.0,6057.0,0.502,14.3,1.27,11.2,-1.93,Fast_Patrol,VLSFO,Laden,9.339
674.0,6612.0,0.522,5.63,2.05,12.7,-0.56,Fast_Patrol,MGO,Laden,2.173
672.0,6166.0,0.516,8.41,0.34,9.0,3.0,Fast_Patrol,MGO,Ballast,1.797
57.0,3104.0,0.407,15.17,0.83,12.1,-0.02,Interceptor,MGO,Laden,1.441
582.0,6370.0,0.502,27.27,2.23,18.3,1.01,Fast_Patrol,MGO,Ballast,40.32
55.0,2976.0,0.456,12.33,3.95,25.1,1.42,Interceptor,MGO,Laden,0.831
53.0,2573.0,0.381,29.87,2.01,14.2,-0.37,Interceptor,MGO,Laden,10.172
71.0,2538.0,0.451,13.26,3.25,33.6,1.78,Interceptor,MGO,Laden,1.235
33.0,2723.0,0.443,14.52,3.35,12.9,0.59,Interceptor,MGO,Ballast,0.934
1610.0,11013.0,0.622,15.74,3.16,39.1,1.31,Offshore_Patrol,MGO,Laden,19.181
473.0,5051.0,0.496,15.36,0.51,17.3,0.24,Fast_Patrol,MGO,Ballast,5.962
84.0,3276.0,0.453,21.13,1.12,10.8,0.3,Interceptor,MGO,Laden,4.895
1703.0,10161.0,0.601,11.08,3.99,32.1,1.71,Offshore_Patrol,MGO,Ballast,7.579
1797.0,8415.0,0.669,12.77,1.67,14.3,-0.58,Offshore_Patrol,MGO,Ballast,16.789
637.0,9214.0,0.616,8.94,1.83,15.1,0.4,Offshore_Patrol,MGO,Ballast,3.111
2131.0,7856.0,0.562,19.21,2.04,14.9,0.12,Offshore_Patrol,VLSFO,Laden,42.786
2255.0,6794.0,0.615,9.73,4.7,29.7,0.17,Offshore_Patrol,HFO,Laden,12.051
474.0,7620.0,0.534,26.46,0.96,14.2,0.84,Fast_Patrol,MGO,Laden,37.256
2146.0,9770.0,0.592,13.5,3.05,18.9,0.41,Offshore_Patrol,MGO,Laden,18.629
2377.0,6302.0,0.534,23.54,2.18,18.3,-0.07,Offshore_Patrol,VLSFO,Ballast,84.334
62.0,3397.0,0.452,21.42,1.98,14.8,2.04,Interceptor,MGO,Ballast,3.142
1822.0,8663.0,0.613,13.12,1.19,21.9,0.48,Offshore_Patrol,MGO,Ballast,13.3
2724.0,4864.0,0.62,11.74,2.65,26.2,-0.74,Offshore_Patrol,MGO,Ballast,16.465
1662.0,9128.0,0.635,13.45,1.62,10.9,0.03,Offshore_Patrol,MGO,Ballast,14.159
1910.0,7691.0,0.661,9.98,4.22,36.8,0.03,Offshore_Patrol,VLSFO,Ballast,10.191
555.0,4672.0,0.507,9.37,3.1,25.5,-0.64,Fast_Patrol,MGO,Ballast,3.705
495.0,6527.0,0.539,13.25,2.75,27.0,-0.52,Fast_Patrol,MGO,Laden,7.922
549.0,5417.0,0.516,20.44,3.63,31.5,-0.12,Fast_Patrol,MGO,Ballast,20.349
617.0,7299.0,0.526,27.77,1.0,3.8,0.62,Fast_Patrol,MGO,Ballast,39.127
1871.0,10023.0,0.609,19.65,5.24,39.2,-1.34,Offshore_Patrol,MGO,Laden,74.377
2075.0,8600.0,0.56,18.57,2.23,18.0,0.7,Offshore_Patrol,MGO,Laden,41.125
366.0,7060.0,0.545,21.1,1.74,25.1,-0.23,Fast_Patrol,MGO,Laden,20.368
1904.0,8770.0,0.587,10.05,3.69,22.4,-1.29,Offshore_Patrol,VLSFO,Laden,13.197
69.0,3478.0,0.482,29.33,1.0,14.5,0.64,Interceptor,MGO,Laden,12.478
1959.0,9094.0,0.619,13.4,1.92,10.4,0.39,Offshore_Patrol,MGO,Ballast,15.297
71.0,2999.0,0.418,16.64,1.81,26.7,0.7,Interceptor,MGO,Laden,2.371
459.0,5998.0,0.488,25.75,1.46,16.6,1.35,Fast_Patrol,MGO,Ballast,23.975
49.0,3230.0,0.441,13.43,3.14,21.2,2.22,Interceptor,MGO,Ballast,0.763
546.0,7866.0,0.544,6.13,2.68,28.3,0.12,Fast_Patrol,MGO,Ballast,1.712
738.0,5775.0,0.494,11.99,1.68,23.9,-0.31,Fast_Patrol,MGO,Laden,7.078
46.0,2899.0,0.391,23.25,4.07,31.5,-0.13,Interceptor,MGO,Laden,5.817
651.0,7058.0,0.444,25.3,2.22,17.3,-0.4,Fast_Patrol,MGO,Ballast,35.274
550.0,5129.0,0.487,17.03,2.54,14.4,-0.64,Fast_Patrol,MGO,Ballast,13.281
45.0,1955.0,0.381,26.85,2.77,16.5,0.04,Interceptor,MGO,Laden,6.915
598.0,6486.0,0.471,8.91,0.81,3.4,-1.81,Fast_Patrol,MGO,Laden,3.743
